epoch,train_loss,eval_loss,eval_top1,eval_auc,eval_f1,test_loss,test_top1,test_auc,test_f1
0,0.778943219264008,1.1518,67.17,0.951,0.599,1.1248,67.61,0.953,0.603
1,0.4079590475533708,1.0272,67.1,0.964,0.664,1.0094,68.09,0.965,0.673
2,0.23228462361102442,1.065,69.48,0.98,0.678,1.06,69.28,0.98,0.675
3,0.33811575049091713,2589.7688,11.58,0.5,0.026,2593.8671,11.58,0.5,0.026
4,0.5567247087107992,0.4877,82.71,0.986,0.824,0.4831,82.88,0.986,0.825
5,0.20720409372187273,0.2496,91.57,0.995,0.915,0.2384,92.2,0.995,0.921
6,0.15239267182841545,1.0925,71.39,0.975,0.695,1.1111,71.05,0.975,0.689
7,0.1305126410368551,0.2817,92.14,0.996,0.919,0.2938,91.95,0.996,0.917
8,0.11624401818155221,0.3206,89.99,0.995,0.894,0.3117,90.17,0.995,0.896
9,0.10162426287216599,0.4208,88.07,0.992,0.876,0.4046,88.42,0.993,0.879
10,0.08920840010828711,0.5999,83.54,0.991,0.802,0.5819,83.64,0.991,0.804
11,0.0878402705561585,0.3016,90.93,0.996,0.908,0.2831,91.83,0.996,0.917
12,0.08195404556821194,0.1261,96.15,0.998,0.962,0.1214,96.26,0.998,0.963
13,0.0718315236003196,0.4624,87.38,0.992,0.873,0.4586,87.19,0.992,0.871
14,0.07005202709208591,0.4942,85.55,0.992,0.858,0.4883,85.59,0.992,0.859
15,0.06383213295942328,0.4442,86.53,0.996,0.87,0.4342,86.5,0.996,0.871
16,0.05988303090523474,0.2981,90.98,0.993,0.91,0.2872,91.13,0.994,0.912
17,0.06002108688512119,0.1589,95.31,0.998,0.951,0.1467,95.6,0.998,0.954
18,0.05641956375891889,0.2155,92.64,0.997,0.922,0.2033,93.14,0.997,0.928
19,0.05156564801668138,0.2977,90.89,0.997,0.913,0.2905,91.06,0.997,0.915
20,0.04735800864801162,0.3567,90.08,0.996,0.89,0.3529,89.92,0.997,0.888
21,0.04443391996218446,0.2673,91.61,0.996,0.918,0.2515,92.04,0.996,0.922
22,0.04410810981392541,0.0892,97.33,0.999,0.973,0.083,97.43,0.999,0.974
23,0.04048580223618661,0.1547,95.05,0.999,0.95,0.1512,95.03,0.999,0.95
24,0.03885091599515725,0.2472,93.1,0.996,0.925,0.2428,93.38,0.997,0.928
25,0.03427892173510803,0.0805,97.54,0.999,0.975,0.0728,97.77,0.999,0.977
26,0.03242438580896666,0.461,87.7,0.995,0.868,0.4459,88.16,0.996,0.873
27,0.029673870437533237,0.6619,84.26,0.992,0.836,0.6578,84.47,0.992,0.838
28,0.028236353843686286,0.0949,97.11,0.999,0.971,0.0903,97.29,0.999,0.973
29,0.02460359628023121,0.0683,98.18,0.999,0.981,0.0611,98.28,0.999,0.982
30,0.021726504185613907,0.0825,97.87,0.999,0.978,0.0793,97.86,0.999,0.978
31,0.020802259909854584,0.0873,97.25,0.999,0.973,0.0863,97.5,0.999,0.975
32,0.01754715676943929,0.0921,97.47,0.999,0.974,0.0898,97.49,0.999,0.974
33,0.014654598501959628,0.1032,96.9,0.999,0.969,0.1071,96.87,0.999,0.969
34,0.011922083527838903,0.0452,98.74,1.0,0.987,0.0429,98.81,1.0,0.988
35,0.011821322641644538,0.1023,97.3,0.999,0.973,0.0935,97.39,0.999,0.974
36,0.011456418752558609,0.0447,98.79,1.0,0.988,0.0382,98.88,1.0,0.989
37,0.009180290716235592,0.0538,98.47,1.0,0.985,0.0484,98.7,1.0,0.987
38,0.007311918190431161,0.0479,98.7,1.0,0.987,0.0413,98.91,1.0,0.989
39,0.006222906662051504,0.0395,98.91,1.0,0.989,0.0373,98.97,1.0,0.989
40,0.004968554447594495,0.0378,99.0,1.0,0.99,0.0333,99.03,1.0,0.99
41,0.004394977401375643,0.0337,99.13,1.0,0.991,0.0316,99.18,1.0,0.992
42,0.0041411568368815,0.0345,99.08,1.0,0.991,0.0324,99.13,1.0,0.991
43,0.0036367763779116134,0.0352,99.08,1.0,0.991,0.0328,99.15,1.0,0.991
44,0.0033321529886100993,0.034,99.12,1.0,0.991,0.0321,99.14,1.0,0.991
45,0.002898487707149293,0.0341,99.1,1.0,0.991,0.0321,99.18,1.0,0.992
46,0.002728789899203073,0.0344,99.1,1.0,0.991,0.0319,99.17,1.0,0.992
47,0.002574944224535653,0.0344,99.09,1.0,0.991,0.0319,99.18,1.0,0.992
48,0.0027319001995138744,0.0343,99.13,1.0,0.991,0.0323,99.15,1.0,0.991
49,0.002375184221300885,0.0342,99.13,1.0,0.991,0.0322,99.14,1.0,0.991
